Date;Location;MinTemp;MaxTemp;Rainfall;Evaporation;Sunshine;Humid1;Humid2;Pressure1;Pressure2;Could1;Cloud2;Temp1;Temp2;RainToday;RainTomorrow
17/11/08;Sydney;155;209;0;6.8;14;60;50;1019.8;10175;7;7;188;20;No;No
18/11/08;Sydney;162;234;0;4;83;60;60;1017;10137;7;8;206;216;No;Yes
19/11/08;Sydney;17;221;62;7.8;1;91;78;1011.4;10082;8;8;184;209;Yes;Yes
20/11/08;Sydney;173;276;294;4.6;75;70;59;1001.1;9975;3;5;22;267;Yes;No
21/11/08;Sydney;167;277;2;7;118;34;46;1001.2;9964;1;3;221;237;No;No
22/11/08;Sydney;179;206;0;10;98;49;30;990.2;9914;3;6;203;172;No;No
23/11/08;Sydney;122;197;2;9.8;21;50;55;986.7;991;7;5;138;184;No;Yes
24/11/08;Sydney;136;223;24;5;105;47;49;1003.5;10051;1;4;197;207;Yes;No
25/11/08;Sydney;155;218;0;5.6;94;62;63;1015.6;10153;5;3;185;193;No;No
26/11/08;Sydney;164;218;0;7.6;1;55;55;1016.6;10141;7;8;185;192;No;No
27/11/08;Sydney;159;236;0;5;105;58;64;1012.7;10089;7;1;218;227;No;No
28/11/08;Sydney;195;246;2;7.8;7;71;75;1005;10039;8;7;229;222;No;Yes
29/11/08;Sydney;193;233;108;2.6;69;92;79;1002.2;1002;7;7;203;198;Yes;Yes
30/11/08;Sydney;15;249;112;4.8;123;64;55;1009.9;10072;2;1;198;214;Yes;No
01/12/08;Sydney;176;313;0;7.6;109;29;21;1009.1;10046;3;7;249;308;No;No
02/12/08;Sydney;166;238;0;12;129;65;65;1011.1;10072;1;1;208;234;No;No
03/12/08;Sydney;184;332;0;8;8;67;19;1007.7;10056;7;5;225;323;No;No
04/12/08;Sydney;184;218;0;10;22;59;57;1020.2;10185;8;6;196;215;No;No
05/12/08;Sydney;193;27;0;4.8;67;78;70;1015;10086;8;5;209;241;No;No
06/12/08;Sydney;208;348;0;6.4;98;57;56;1006.9;10041;7;6;27;288;No;No
07/12/08;Sydney;20;261;0;7.6;49;81;78;1007.9;10084;8;7;211;217;No;Yes
08/12/08;Sydney;182;223;68;4.4;63;74;72;1014.3;10109;7;6;203;219;Yes;Yes
09/12/08;Sydney;174;259;18;5.4;99;81;60;1011.2;10063;3;6;195;249;Yes;No
10/12/08;Sydney;195;234;0;9.4;52;71;66;1007.1;10096;3;8;219;217;No;Yes
11/12/08;Sydney;172;199;34;4.6;0;90;58;1013.8;1015;8;8;175;197;Yes;Yes
12/12/08;Sydney;174;245;36;4;0;85;92;1015.8;10099;8;8;176;184;Yes;Yes
13/12/08;Sydney;17;329;282;4.8;75;82;25;995;9903;6;4;245;325;Yes;No
14/12/08;Sydney;192;254;0;12;127;42;32;996.5;9974;1;5;215;239;No;No
15/12/08;Sydney;167;238;0;9.8;121;39;43;1006.8;10079;5;1;209;228;No;No
16/12/08;Sydney;15;241;0;6.8;13;58;48;1013.1;10101;1;1;21;234;No;No
17/12/08;Sydney;177;26;0;9.2;96;68;73;1011.9;1008;1;6;223;231;No;No
18/12/08;Sydney;193;274;0;4.8;84;65;68;1005;10012;2;6;231;24;No;No
19/12/08;Sydney;173;264;6;10.2;122;67;58;1005.9;10078;2;6;216;212;No;No
20/12/08;Sydney;157;204;0;10.6;46;57;69;1019.2;10193;5;7;184;182;No;No
21/12/08;Sydney;143;221;4;5.2;12;60;50;1022;10199;4;1;196;214;No;No
22/12/08;Sydney;159;241;0;7.2;121;56;57;1018.8;10148;1;1;221;229;No;No
23/12/08;Sydney;19;269;0;10.8;65;60;56;1009.3;10084;6;7;238;26;No;No
24/12/08;Sydney;187;207;4;4.8;0;77;78;1013.3;10126;8;8;196;197;No;No
25/12/08;Sydney;164;233;0;0.8;72;73;60;1014.5;10135;7;3;207;228;No;No
26/12/08;Sydney;191;26;0;4;10;75;71;1013.9;10107;7;1;231;254;No;No
27/12/08;Sydney;205;272;0;7.2;7;79;70;1009;1005;7;8;245;262;No;Yes
28/12/08;Sydney;197;283;7;6;121;72;63;1006.6;10032;1;5;234;265;Yes;No
29/12/08;Sydney;207;249;0;8;72;72;68;1004.8;10037;2;6;226;224;No;Yes
30/12/08;Sydney;182;276;2;5.6;109;81;72;1004.3;9993;6;5;209;238;Yes;No
31/12/08;Sydney;192;315;0;7.4;131;37;42;1002.7;10024;0;0;247;253;No;No
01/01/09;Sydney;184;347;0;9.8;129;73;22;1005.5;10007;4;6;22;343;No;No
02/01/09;Sydney;188;227;0;11;59;62;57;1012.8;10138;6;7;201;208;No;No
03/01/09;Sydney;17;23;0;9;5;58;49;1021.6;10194;8;8;188;214;No;No
04/01/09;Sydney;187;246;0;5.4;113;59;58;1018.6;10152;2;1;23;241;No;No
05/01/09;Sydney;195;279;0;10;122;66;60;1013.2;10089;4;4;234;262;No;No
06/01/09;Sydney;202;283;0;10;118;77;64;1011.6;1008;0;0;231;258;No;No
07/01/09;Sydney;207;331;0;9;93;72;67;1009.9;10051;1;7;237;261;No;No
08/01/09;Sydney;204;224;0;9.8;0;78;72;1012.4;10134;8;8;212;201;No;No
09/01/09;Sydney;172;226;4;7.6;59;54;47;1020.2;10188;7;6;192;212;No;No
10/01/09;Sydney;183;234;0;7.6;61;54;53;1017.1;10139;7;6;197;225;No;No
11/01/09;Sydney;174;246;0;6.6;87;58;57;1013.8;10115;3;1;234;239;No;Yes
12/01/09;Sydney;187;268;12;8.8;114;71;61;1015.4;10164;1;6;232;256;Yes;No
13/01/09;Sydney;196;262;2;4.2;111;74;56;1019.5;10165;6;0;235;254;No;No
14/01/09;Sydney;208;297;0;10.2;13;67;49;1014.6;10112;0;1;255;291;No;No
15/01/09;Sydney;23;334;0;14.2;94;61;39;1009.1;1006;;6;286;331;No;Yes
16/01/09;Sydney;188;25;18;10.2;101;69;61;1012.7;10088;2;0;214;24;Yes;No
17/01/09;Sydney;177;226;0;10.4;65;52;48;1020.5;10205;6;3;19;216;No;No
18/01/09;Sydney;148;233;0;5.6;127;62;46;1021.9;1020;1;3;195;229;No;No
19/01/09;Sydney;164;251;0;11;127;55;57;1019.3;1015;1;5;225;238;No;No
20/01/09;Sydney;201;287;0;9;124;61;54;1013.7;10106;0;1;247;27;No;Yes
21/01/09;Sydney;213;311;16;12.8;74;66;55;1011.9;10081;3;5;257;292;Yes;No
22/01/09;Sydney;234;336;1;8;98;52;45;1008.9;10055;5;5;278;327;No;No
23/01/09;Sydney;25;317;0;14.2;119;59;58;1009.2;10076;1;2;295;291;No;No
24/01/09;Sydney;248;409;0;10.6;111;55;20;1004.8;10028;6;2;315;401;No;No
25/01/09;Sydney;205;259;0;13.6;68;57;51;1019.5;10183;7;5;219;247;No;No
26/01/09;Sydney;208;268;0;6.8;12;80;72;1019.3;10191;8;7;219;253;No;Yes
27/01/09;Sydney;202;239;142;1.8;17;95;93;1021.1;10199;8;8;208;224;Yes;Yes
28/01/09;Sydney;199;271;44;1.8;123;78;60;1018.5;1016;6;1;237;266;Yes;No
29/01/09;Sydney;212;283;0;8.6;125;73;67;1018.6;10165;1;1;252;275;No;No
30/01/09;Sydney;211;282;0;10.2;13;72;59;1018.7;10158;1;0;246;275;No;No
31/01/09;Sydney;218;291;0;10.6;115;76;54;1017.5;10142;2;3;25;29;No;No
01/02/09;Sydney;212;281;0;9.2;111;71;66;1016.1;10162;1;5;249;269;No;No
02/02/09;Sydney;229;283;0;6.4;98;79;63;1016.3;10122;6;2;248;271;No;No
03/02/09;Sydney;218;28;0;10.8;75;63;60;1010.8;1010;7;4;254;279;No;No
04/02/09;Sydney;216;273;4;7;71;84;71;1011.6;10094;7;5;232;262;No;No
05/02/09;Sydney;222;292;0;6.6;122;73;58;1009.1;10059;1;1;26;289;No;No
06/02/09;Sydney;219;295;0;9.8;108;75;64;1010.9;10084;3;1;255;274;No;No
07/02/09;Sydney;218;335;0;10.4;118;68;34;1013.3;10106;0;1;256;322;No;No
08/02/09;Sydney;214;286;0;14.2;122;69;53;1010.8;10075;0;1;242;281;No;No
09/02/09;Sydney;209;225;0;9;0;84;81;1011.9;10117;8;8;212;206;No;Yes
10/02/09;Sydney;179;194;34;1.6;0;94;89;1011.9;10101;8;8;182;187;Yes;Yes
11/02/09;Sydney;167;23;56;2.2;15;77;61;1011.1;10112;7;7;177;23;Yes;No
12/02/09;Sydney;175;22;6;4;11;76;56;1017.5;10187;7;8;189;214;No;Yes
13/02/09;Sydney;164;204;232;5.4;0;86;90;1025.4;1025;8;8;18;179;Yes;Yes
14/02/09;Sydney;17;212;196;4.4;0;66;67;1022.9;10192;8;8;191;204;Yes;Yes
15/02/09;Sydney;165;233;256;2.4;2;88;66;1014.7;10139;8;8;194;231;Yes;Yes
16/02/09;Sydney;186;25;164;4.8;64;82;62;1017.6;10178;7;7;203;226;Yes;Yes
17/02/09;Sydney;194;229;38;7.4;0;70;71;1017;10154;8;8;208;22;Yes;Yes
18/02/09;Sydney;194;266;246;3.2;71;93;62;1010.2;10081;8;6;202;257;Yes;Yes
19/02/09;Sydney;189;284;14;3.6;114;74;60;1008;1005;2;5;231;275;Yes;No
20/02/09;Sydney;203;261;0;7.8;96;78;68;1011.6;10102;5;3;224;251;No;No
21/02/09;Sydney;219;244;0;6.4;3;85;68;1013.3;10132;8;8;225;236;No;Yes
22/02/09;Sydney;203;249;22;2.4;63;70;59;1018.5;10176;7;4;217;244;Yes;No
23/02/09;Sydney;196;27;0;4.6;53;78;63;1016.9;1013;7;5;226;265;No;No
24/02/09;Sydney;199;305;8;5.4;107;82;57;1014.1;10132;0;1;23;282;No;No
25/02/09;Sydney;211;264;0;7;7;83;63;1016.7;10146;7;5;22;261;No;No
26/02/09;Sydney;196;246;0;7.6;68;74;58;1020.4;10187;8;5;207;236;No;No
27/02/09;Sydney;175;235;0;6;56;78;50;1018.2;10159;7;4;189;232;No;No
28/02/09;Sydney;175;254;0;4.8;56;70;61;1009.5;10069;7;4;207;241;No;No
01/03/09;Sydney;205;257;0;6.8;10;70;60;1010.7;10108;8;6;231;248;No;No
02/03/09;Sydney;218;255;0;6;9;71;60;1016.6;10152;7;5;228;251;No;No
03/03/09;Sydney;208;269;0;6.8;69;61;55;1018;10152;7;7;241;256;No;No
04/03/09;Sydney;225;251;0;7.6;5;73;49;1008;10085;7;7;242;229;No;No
05/03/09;Sydney;168;246;0;5;11;39;37;1009.5;10086;1;1;193;242;No;No
06/03/09;Sydney;144;236;0;7.8;98;67;48;1013.4;10114;1;1;178;225;No;No
07/03/09;Sydney;177;263;0;4.8;92;77;58;1014.2;10118;3;1;205;258;No;No
08/03/09;Sydney;202;253;0;5;41;80;77;1017.8;10187;5;7;222;22;No;Yes
09/03/09;Sydney;182;245;368;2;44;94;69;1022.2;10204;7;7;191;236;Yes;No
10/03/09;Sydney;191;245;6;3.6;67;66;53;1022;10213;6;5;228;243;No;No
11/03/09;Sydney;202;234;0;6.2;18;59;70;1023.8;10227;3;7;233;223;No;Yes
12/03/09;Sydney;182;253;12;5;98;87;57;1022.9;10204;2;2;203;247;Yes;No
13/03/09;Sydney;196;255;0;6.4;22;85;76;1018.6;10162;7;7;211;239;No;No
14/03/09;Sydney;199;272;0;4;64;82;64;1014.7;10101;3;6;223;268;No;Yes
15/03/09;Sydney;192;274;17;8.4;66;81;61;1010.7;10078;2;3;217;25;Yes;No
16/03/09;Sydney;161;268;4;6.8;108;42;29;1011.7;10082;1;0;187;267;No;No
17/03/09;Sydney;159;257;0;6.1;11;47;48;1013.4;10125;1;1;188;239;No;No
18/03/09;Sydney;171;245;0;5.4;101;72;52;1019;10161;1;1;201;243;No;No
19/03/09;Sydney;175;277;0;6;97;76;67;1016.7;10137;2;7;206;249;No;No
20/03/09;Sydney;199;261;0;6.2;86;80;69;1017.4;10166;2;1;235;253;No;No
21/03/09;Sydney;196;253;0;6.2;87;83;58;1018.9;10172;4;2;221;249;No;No
22/03/09;Sydney;176;267;0;5.6;84;82;58;1017.9;10151;1;5;204;25;No;No
23/03/09;Sydney;195;257;2;8;102;66;61;1017.1;10151;5;4;231;256;No;No
24/03/09;Sydney;205;261;0;5.8;108;67;59;1017.9;10163;1;3;236;259;No;No
25/03/09;Sydney;208;26;0;7;8;69;60;1019.7;10175;4;4;23;252;No;Yes
26/03/09;Sydney;205;266;14;5.2;76;72;56;1019.4;10167;4;6;238;257;Yes;No
27/03/09;Sydney;206;235;4;5.8;48;69;59;1023.9;10237;7;6;22;225;No;No
28/03/09;Sydney;164;235;0;4.4;108;85;49;1025.4;10232;3;1;179;23;No;No
29/03/09;Sydney;161;244;0;6.6;94;77;66;1023.6;10217;5;5;189;23;No;No
30/03/09;Sydney;186;262;0;4;67;66;65;1024.1;10223;2;6;229;247;No;Yes
31/03/09;Sydney;198;225;26;6;0;86;89;1021.8;10204;8;8;211;199;Yes;Yes
01/04/09;Sydney;184;247;46;5;23;93;73;1021.1;1021;8;7;205;239;Yes;Yes
02/04/09;Sydney;196;247;114;3.8;24;87;79;1023.3;10218;8;7;219;238;Yes;Yes
03/04/09;Sydney;201;251;5;2.6;79;92;73;1021.1;10169;6;5;214;244;Yes;Yes
04/04/09;Sydney;183;208;3;4.2;14;84;58;1017.7;10192;7;8;184;201;Yes;No
05/04/09;Sydney;171;228;0;5.6;8;72;67;1020.1;10144;7;5;191;215;No;No
06/04/09;Sydney;17;211;2;3.4;69;69;59;1020.5;10196;7;3;195;194;No;No
07/04/09;Sydney;163;213;2;5.8;77;67;55;1025.6;10244;7;3;188;201;No;No
08/04/09;Sydney;128;224;0;5.6;93;66;59;1026.9;10249;2;4;187;213;No;No
09/04/09;Sydney;151;232;0;2.8;84;72;58;1025.5;10223;1;3;196;218;No;No
10/04/09;Sydney;147;227;0;4;83;81;65;1023.6;1021;5;4;184;224;No;No
11/04/09;Sydney;174;238;0;3.2;8;80;69;1025.4;1023;7;7;198;23;No;No
12/04/09;Sydney;189;261;2;0.8;;89;72;1023.3;10205;7;7;204;234;No;No
13/04/09;Sydney;204;226;0;3.6;1;79;84;1022.5;10193;8;8;216;209;No;Yes
14/04/09;Sydney;176;269;48;NA;78;89;70;1015.1;10112;6;5;192;231;Yes;No
15/04/09;Sydney;161;293;2;5;10;70;25;1011.1;10069;0;1;205;29;No;No
16/04/09;Sydney;149;241;0;10;98;43;38;1015.2;10117;0;1;174;226;No;No
17/04/09;Sydney;135;241;0;4.8;103;56;51;1016.3;10159;0;1;184;225;No;No
18/04/09;Sydney;142;228;0;5.2;79;66;56;1020;10181;1;5;183;209;No;Yes
19/04/09;Sydney;158;225;134;3.4;83;91;62;1019.9;10179;7;6;161;217;Yes;Yes
20/04/09;Sydney;159;214;9;7;29;60;59;1020.7;10189;7;7;195;197;Yes;No
21/04/09;Sydney;164;221;6;5.4;5;59;64;1022.8;10213;5;7;205;201;No;Yes
22/04/09;Sydney;16;227;68;3.4;77;85;65;1024.3;10225;7;7;172;201;Yes;Yes
23/04/09;Sydney;147;216;2;4.2;63;87;60;1021.8;10182;3;5;169;20;Yes;No
24/04/09;Sydney;131;247;0;2;9;75;63;1012.7;10066;6;7;174;226;No;No
25/04/09;Sydney;163;239;4;5.4;103;52;40;1004.4;10024;1;3;193;222;No;No
26/04/09;Sydney;167;202;0;6.8;92;47;29;1003.1;10031;2;2;177;195;No;No
27/04/09;Sydney;112;187;0;7.2;99;43;26;1013;10127;1;2;141;179;No;No
28/04/09;Sydney;118;219;0;4;105;54;30;1015.5;10149;1;2;161;205;No;No
29/04/09;Sydney;102;176;0;4.6;24;59;63;1022.3;10195;7;7;126;166;No;Yes
30/04/09;Sydney;11;174;62;2.4;27;92;88;1020.5;10204;7;7;128;141;Yes;Yes
01/05/09;Sydney;102;225;56;3;103;76;53;1024.6;10209;3;5;13;207;Yes;No
02/05/09;Sydney;109;22;0;2.2;94;61;56;1025.1;10227;1;2;14;208;No;Yes
03/05/09;Sydney;114;205;13;3.6;7;85;61;1027.8;10255;4;2;128;204;Yes;No
04/05/09;Sydney;121;233;0;3.2;10;84;53;1028.5;10255;1;1;145;216;No;Yes
05/05/09;Sydney;14;21;12;1.8;42;86;61;1030.7;10283;7;5;147;205;Yes;No
06/05/09;Sydney;129;229;8;3.2;97;92;61;1028.3;10237;2;1;141;207;No;No
07/05/09;Sydney;12;227;0;4;102;67;44;1024.3;10217;1;1;15;216;No;No
08/05/09;Sydney;123;209;0;2.6;95;71;61;1027.5;1025;1;2;149;196;No;No
09/05/09;Sydney;111;228;0;4.4;98;74;46;1024.2;10204;1;1;134;21;No;No
10/05/09;Sydney;13;201;8;3.4;34;86;46;1024.6;10236;7;5;139;196;No;Yes
11/05/09;Sydney;118;189;14;3.4;64;74;55;1025.2;10224;6;5;143;174;Yes;No
12/05/09;Sydney;96;201;0;2.6;55;78;51;1021.6;10181;1;6;12;185;No;No
13/05/09;Sydney;104;213;0;1.6;97;80;39;1016.8;10128;1;1;124;209;No;No
14/05/09;Sydney;111;215;0;2.6;101;50;31;1012.6;10106;1;1;152;205;No;No
15/05/09;Sydney;124;217;0;6.2;87;58;34;1012.8;10097;1;2;142;214;No;No
16/05/09;Sydney;142;217;0;5;78;49;38;1008.2;10081;7;7;187;217;No;No
17/05/09;Sydney;114;207;0;4.8;97;64;40;1018.7;10177;1;1;13;196;No;No
18/05/09;Sydney;105;209;0;2.6;52;74;52;1025.7;10233;3;5;132;197;No;Yes
19/05/09;Sydney;13;214;26;2.4;44;91;53;1024.5;10214;6;6;145;20;Yes;Yes
20/05/09;Sydney;145;212;202;4.4;3;68;62;1022.1;10201;7;7;192;204;Yes;Yes
21/05/09;Sydney;148;197;272;1.8;2;53;62;1023.9;1022;7;7;192;187;Yes;Yes
22/05/09;Sydney;156;196;46;6.6;0;59;85;1023.6;10208;8;8;191;175;Yes;Yes
23/05/09;Sydney;154;208;176;5;6;66;80;1023.6;10233;5;8;196;181;Yes;Yes
24/05/09;Sydney;174;213;16;4.4;74;52;48;1026.8;10254;5;5;197;207;Yes;No
25/05/09;Sydney;136;203;0;3.6;22;82;61;1025.8;10232;7;7;154;194;No;No
26/05/09;Sydney;128;234;0;0.6;84;89;57;1022.3;10189;1;1;139;216;No;No
27/05/09;Sydney;139;169;0;3;1;88;86;1020.4;10184;7;8;153;163;No;Yes
28/05/09;Sydney;12;192;36;0.4;77;92;72;1021.4;10202;3;5;135;171;Yes;No
29/05/09;Sydney;114;175;0;2.4;61;65;65;1023.3;10223;3;7;124;166;No;Yes
30/05/09;Sydney;99;165;15;4.6;4;82;78;1028.2;10271;8;6;117;159;Yes;Yes
31/05/09;Sydney;116;188;106;1.2;28;86;67;1033.3;10319;6;7;145;168;Yes;No
01/06/09;Sydney;131;168;6;3;0;83;67;1032.9;10304;7;8;133;161;No;No
02/06/09;Sydney;125;191;0;1.2;34;91;68;1030.1;10271;7;7;137;185;No;Yes
03/06/09;Sydney;137;185;8;2.8;1;89;87;1025.9;10223;8;7;16;176;Yes;Yes
04/06/09;Sydney;131;17;104;0;6;97;86;1020.7;10168;7;7;134;168;Yes;No
05/06/09;Sydney;131;185;6;1;35;93;55;1014.7;10124;4;6;145;184;No;No
06/06/09;Sydney;93;19;0;2.2;98;71;45;1014.1;10101;1;1;116;187;No;No
07/06/09;Sydney;107;198;2;3.8;66;80;42;1008.2;10048;6;3;126;187;No;No
08/06/09;Sydney;114;192;0;3.2;9;63;34;1009.8;10073;2;2;138;186;No;No
09/06/09;Sydney;10;162;0;2.6;6;62;44;1011.5;10083;3;7;117;15;No;No
10/06/09;Sydney;97;142;0;4.4;96;37;32;1012.2;10125;1;1;105;136;No;No
11/06/09;Sydney;61;158;0;4;98;48;28;1020.9;10182;1;1;79;154;No;No
12/06/09;Sydney;62;171;0;3;94;67;41;1024.3;10202;1;7;82;171;No;No
13/06/09;Sydney;78;185;0;2.6;46;70;40;1017.7;1014;7;7;94;168;No;No
14/06/09;Sydney;94;156;0;3.4;3;74;61;1014.5;10119;7;7;11;144;No;Yes
15/06/09;Sydney;82;198;12;0.8;86;79;40;1013.1;10106;1;3;102;184;Yes;No
16/06/09;Sydney;92;163;6;3;5;81;88;1017.9;10201;6;7;131;136;No;Yes
17/06/09;Sydney;105;156;298;0.8;33;92;87;1027.6;10265;7;6;112;142;Yes;Yes
18/06/09;Sydney;101;154;78;1;33;95;85;1030;10281;7;7;107;142;Yes;Yes
19/06/09;Sydney;92;18;236;1.4;72;95;46;1030.2;1028;6;5;109;178;Yes;No
20/06/09;Sydney;109;16;2;3.8;6;95;87;1028;10246;6;8;117;155;No;Yes
21/06/09;Sydney;117;191;318;0.6;19;93;82;1023.9;10207;7;7;141;178;Yes;Yes
22/06/09;Sydney;141;21;122;1.8;67;96;59;1020.3;10177;7;2;151;206;Yes;No
23/06/09;Sydney;101;196;0;1.6;95;91;58;1019.9;10167;1;1;112;188;No;No
24/06/09;Sydney;91;189;0;1.4;63;86;49;1015.2;10107;7;1;107;186;No;No
25/06/09;Sydney;87;169;0;2.2;65;69;50;1014.6;10122;6;7;119;158;No;No
26/06/09;Sydney;87;186;0;1.8;88;76;51;1012.7;10092;3;7;107;166;No;No
27/06/09;Sydney;94;158;0;2.2;2;84;79;1008.1;10054;7;7;104;151;No;No
28/06/09;Sydney;104;187;0;2.2;53;86;54;1006.3;10045;4;6;124;175;No;Yes
29/06/09;Sydney;96;207;28;2;98;67;47;1012.3;10103;1;1;123;204;Yes;No
30/06/09;Sydney;123;199;0;1.4;22;66;54;1013.2;10082;7;3;156;191;No;No
01/07/09;Sydney;157;212;0;4;86;61;27;1005.8;10041;1;1;165;205;No;No
02/07/09;Sydney;11;189;0;4.8;84;55;32;1007.9;10064;1;1;13;178;No;No
03/07/09;Sydney;111;162;0;5.6;94;50;41;1003.5;1004;1;4;123;145;No;No
04/07/09;Sydney;85;171;0;3.8;98;59;34;1012.5;10111;1;1;101;167;No;No
05/07/09;Sydney;101;181;0;3;98;54;32;1016.4;10164;2;1;118;172;No;No
06/07/09;Sydney;62;157;0;3;65;74;48;1020.8;10178;6;6;75;148;No;No
07/07/09;Sydney;75;151;6;2.6;39;81;60;1025;10241;6;7;9;147;No;Yes
08/07/09;Sydney;86;168;138;2.6;32;96;61;1029.6;10282;7;6;105;154;Yes;Yes
09/07/09;Sydney;91;176;62;0.4;44;96;63;1030.9;10285;7;5;103;162;Yes;Yes
10/07/09;Sydney;95;186;88;1.8;84;97;65;1028.1;10247;5;6;108;168;Yes;No
11/07/09;Sydney;91;164;0;2;36;94;58;1022.6;10186;7;7;103;158;No;No
12/07/09;Sydney;103;168;0;1.4;23;80;56;1014.6;10094;7;6;118;167;No;No
13/07/09;Sydney;116;174;2;2.4;28;67;53;1007.5;10059;6;6;145;168;No;No
14/07/09;Sydney;102;172;0;3.2;97;68;34;1007.4;10044;1;1;121;168;No;No
15/07/09;Sydney;67;173;0;2.6;69;79;42;1010.1;10082;3;4;89;17;No;No
16/07/09;Sydney;81;165;0;2;25;78;47;1012.3;10103;6;7;92;145;No;Yes
17/07/09;Sydney;92;158;7;3.2;45;80;59;1019.2;10192;3;6;107;151;Yes;No
18/07/09;Sydney;8;186;0;3;98;84;42;1022.5;10184;1;1;9;184;No;No
19/07/09;Sydney;8;199;0;2.2;94;66;37;1021.1;10192;2;1;102;195;No;No
20/07/09;Sydney;82;213;0;2.6;10;72;34;1025.1;10204;0;0;103;212;No;No
21/07/09;Sydney;88;234;0;5.4;10;68;43;1021.2;10157;0;1;112;213;No;No
22/07/09;Sydney;112;247;0;4.8;8;54;39;1011.5;10054;2;4;197;24;No;Yes
23/07/09;Sydney;114;183;36;5.6;81;62;42;1012.7;10145;1;4;136;164;Yes;No
24/07/09;Sydney;84;175;6;2.2;94;62;51;1026;10246;1;2;99;161;No;No
25/07/09;Sydney;76;186;0;1.8;99;81;54;1026.1;10221;0;1;89;155;No;No
26/07/09;Sydney;89;153;0;5.8;3;83;68;1019.1;10142;7;8;99;141;No;Yes
27/07/09;Sydney;83;189;122;0.4;9;72;34;1016.3;10154;1;1;105;188;Yes;No
28/07/09;Sydney;81;187;0;3.6;10;63;38;1022.5;10202;1;1;112;179;No;No
29/07/09;Sydney;95;195;0;2.2;91;61;41;1024.3;10223;1;5;113;187;No;No
30/07/09;Sydney;85;189;0;4;95;65;39;1024.4;10193;1;1;107;187;No;No
31/07/09;Sydney;92;197;0;3;85;66;38;1020;10179;5;2;128;184;No;No
01/08/09;Sydney;92;192;0;3.8;102;60;33;1025.4;10214;0;1;115;188;No;No
02/08/09;Sydney;79;192;0;4;101;63;46;1027.7;10227;1;1;102;173;No;No
03/08/09;Sydney;83;205;0;4;88;58;29;1020.3;10196;3;6;134;199;No;No
04/08/09;Sydney;10;198;0;3.2;51;70;33;1021.7;10174;7;3;117;182;No;No
05/08/09;Sydney;76;193;0;2.8;99;69;40;1022.8;10204;4;1;105;175;No;No
06/08/09;Sydney;8;195;0;2;92;73;55;1023.6;10192;7;3;112;176;No;No
07/08/09;Sydney;11;235;0;4.8;89;47;21;1015.8;10094;3;4;154;232;No;No
08/08/09;Sydney;78;168;0;6.4;99;46;41;1023.4;10208;2;1;98;159;No;No
09/08/09;Sydney;59;168;0;2.6;84;70;55;1020.8;10179;3;4;85;16;No;No
10/08/09;Sydney;68;163;0;1.8;41;77;59;1019.8;1017;7;8;91;157;No;No
11/08/09;Sydney;91;168;0;1.2;24;81;64;1016.3;10125;7;6;117;163;No;Yes
12/08/09;Sydney;89;198;42;1.6;97;77;32;1012.6;10094;4;4;119;196;Yes;No
13/08/09;Sydney;9;21;0;5.4;102;63;35;1014.1;10117;0;1;128;205;No;No
14/08/09;Sydney;108;21;0;3;99;61;62;1019.1;10165;3;1;14;179;No;No
15/08/09;Sydney;87;221;0;3.2;105;77;35;1019.6;10162;0;0;111;221;No;No
16/08/09;Sydney;94;257;0;2;102;66;27;1015.7;1009;1;2;13;252;No;No
17/08/09;Sydney;13;229;0;8;102;37;20;1013.4;10137;0;1;185;227;No;No
18/08/09;Sydney;9;189;0;6.2;104;48;45;1028;10263;1;1;121;17;No;No
19/08/09;Sydney;78;179;0;4.2;104;70;50;1027.7;10232;0;1;108;175;No;No
20/08/09;Sydney;99;211;0;2.8;49;74;58;1019.5;10142;7;2;122;19;No;No
21/08/09;Sydney;111;25;0;4;48;47;33;1009.2;10021;2;6;184;25;No;No
22/08/09;Sydney;145;208;0;7;63;51;47;1012.7;10099;7;2;153;179;No;No
23/08/09;Sydney;133;251;0;3.6;102;64;51;1012;10078;1;2;17;223;No;No
24/08/09;Sydney;17;239;0;5.6;35;47;59;1006.1;10059;2;8;233;189;No;Yes
25/08/09;Sydney;156;202;16;5;105;29;26;1007.1;10068;1;1;158;195;Yes;No
26/08/09;Sydney;12;216;0;8.4;109;32;20;1013.1;10108;0;0;151;213;No;No
27/08/09;Sydney;113;209;0;6;11;44;37;1017.6;10135;0;0;16;204;No;No
28/08/09;Sydney;106;248;0;3.2;102;44;21;1016.4;10131;0;1;172;22;No;No
29/08/09;Sydney;148;257;0;9.2;52;51;59;1008.9;9989;8;4;166;204;No;No
30/08/09;Sydney;137;195;2;9.2;109;34;23;1011.4;10106;1;1;139;188;No;No
31/08/09;Sydney;92;215;0;6;109;40;30;1017.4;1014;1;1;147;214;No;No
01/09/09;Sydney;111;22;0;4.2;107;49;36;1021.6;10196;1;1;161;192;No;No
02/09/09;Sydney;97;187;0;3.8;109;60;58;1024.7;10218;0;1;144;177;No;No
03/09/09;Sydney;12;211;0;4.6;47;80;84;1020.7;10189;3;8;152;163;No;Yes
04/09/09;Sydney;147;253;6;1.8;69;81;43;1014.8;1010;7;5;16;25;Yes;No
05/09/09;Sydney;147;212;0;6.4;102;36;35;1016.1;10151;2;1;182;198;No;No
06/09/09;Sydney;104;182;0;3.8;10;53;58;1018.9;1014;3;1;144;177;No;No
